id,WORLDCLIM_BIO1_annual_mean_temperature,WORLDCLIM_BIO12_annual_precipitation,WORLDCLIM_BIO13.BIO14_delta_precipitation_of_wettest_and_dryest_month,WORLDCLIM_BIO15_precipitation_seasonality,WORLDCLIM_BIO4_temperature_seasonality,WORLDCLIM_BIO7_temperature_annual_range,SOIL_bdod_0.5cm_mean_0.01_deg,SOIL_bdod_100.200cm_mean_0.01_deg,SOIL_bdod_15.30cm_mean_0.01_deg,SOIL_bdod_30.60cm_mean_0.01_deg,SOIL_bdod_5.15cm_mean_0.01_deg,SOIL_bdod_60.100cm_mean_0.01_deg,SOIL_cec_0.5cm_mean_0.01_deg,SOIL_cec_100.200cm_mean_0.01_deg,SOIL_cec_15.30cm_mean_0.01_deg,SOIL_cec_30.60cm_mean_0.01_deg,SOIL_cec_5.15cm_mean_0.01_deg,SOIL_cec_60.100cm_mean_0.01_deg,SOIL_cfvo_0.5cm_mean_0.01_deg,SOIL_cfvo_100.200cm_mean_0.01_deg,SOIL_cfvo_15.30cm_mean_0.01_deg,SOIL_cfvo_30.60cm_mean_0.01_deg,SOIL_cfvo_5.15cm_mean_0.01_deg,SOIL_cfvo_60.100cm_mean_0.01_deg,SOIL_clay_0.5cm_mean_0.01_deg,SOIL_clay_100.200cm_mean_0.01_deg,SOIL_clay_15.30cm_mean_0.01_deg,SOIL_clay_30.60cm_mean_0.01_deg,SOIL_clay_5.15cm_mean_0.01_deg,SOIL_clay_60.100cm_mean_0.01_deg,SOIL_nitrogen_0.5cm_mean_0.01_deg,SOIL_nitrogen_100.200cm_mean_0.01_deg,SOIL_nitrogen_15.30cm_mean_0.01_deg,SOIL_nitrogen_30.60cm_mean_0.01_deg,SOIL_nitrogen_5.15cm_mean_0.01_deg,SOIL_nitrogen_60.100cm_mean_0.01_deg,SOIL_ocd_0.5cm_mean_0.01_deg,SOIL_ocd_100.200cm_mean_0.01_deg,SOIL_ocd_15.30cm_mean_0.01_deg,SOIL_ocd_30.60cm_mean_0.01_deg,SOIL_ocd_5.15cm_mean_0.01_deg,SOIL_ocd_60.100cm_mean_0.01_deg,SOIL_ocs_0.30cm_mean_0.01_deg,SOIL_phh2o_0.5cm_mean_0.01_deg,SOIL_phh2o_100.200cm_mean_0.01_deg,SOIL_phh2o_15.30cm_mean_0.01_deg,SOIL_phh2o_30.60cm_mean_0.01_deg,SOIL_phh2o_5.15cm_mean_0.01_deg,SOIL_phh2o_60.100cm_mean_0.01_deg,SOIL_sand_0.5cm_mean_0.01_deg,SOIL_sand_100.200cm_mean_0.01_deg,SOIL_sand_15.30cm_mean_0.01_deg,SOIL_sand_30.60cm_mean_0.01_deg,SOIL_sand_5.15cm_mean_0.01_deg,SOIL_sand_60.100cm_mean_0.01_deg,SOIL_silt_0.5cm_mean_0.01_deg,SOIL_silt_100.200cm_mean_0.01_deg,SOIL_silt_15.30cm_mean_0.01_deg,SOIL_silt_30.60cm_mean_0.01_deg,SOIL_silt_5.15cm_mean_0.01_deg,SOIL_silt_60.100cm_mean_0.01_deg,SOIL_soc_0.5cm_mean_0.01_deg,SOIL_soc_100.200cm_mean_0.01_deg,SOIL_soc_15.30cm_mean_0.01_deg,SOIL_soc_30.60cm_mean_0.01_deg,SOIL_soc_5.15cm_mean_0.01_deg,SOIL_soc_60.100cm_mean_0.01_deg,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m9,VOD_C_2002_2018_multiyear_mean_m01,VOD_C_2002_2018_multiyear_mean_m02,VOD_C_2002_2018_multiyear_mean_m03,VOD_C_2002_2018_multiyear_mean_m04,VOD_C_2002_2018_multiyear_mean_m05,VOD_C_2002_2018_multiyear_mean_m06,VOD_C_2002_2018_multiyear_mean_m07,VOD_C_2002_2018_multiyear_mean_m08,VOD_C_2002_2018_multiyear_mean_m09,VOD_C_2002_2018_multiyear_mean_m10,VOD_C_2002_2018_multiyear_mean_m11,VOD_C_2002_2018_multiyear_mean_m12,VOD_Ku_1987_2017_multiyear_mean_m01,VOD_Ku_1987_2017_multiyear_mean_m02,VOD_Ku_1987_2017_multiyear_mean_m03,VOD_Ku_1987_2017_multiyear_mean_m04,VOD_Ku_1987_2017_multiyear_mean_m05,VOD_Ku_1987_2017_multiyear_mean_m06,VOD_Ku_1987_2017_multiyear_mean_m07,VOD_Ku_1987_2017_multiyear_mean_m08,VOD_Ku_1987_2017_multiyear_mean_m09,VOD_Ku_1987_2017_multiyear_mean_m10,VOD_Ku_1987_2017_multiyear_mean_m11,VOD_Ku_1987_2017_multiyear_mean_m12,VOD_X_1997_2018_multiyear_mean_m01,VOD_X_1997_2018_multiyear_mean_m02,VOD_X_1997_2018_multiyear_mean_m03,VOD_X_1997_2018_multiyear_mean_m04,VOD_X_1997_2018_multiyear_mean_m05,VOD_X_1997_2018_multiyear_mean_m06,VOD_X_1997_2018_multiyear_mean_m07,VOD_X_1997_2018_multiyear_mean_m08,VOD_X_1997_2018_multiyear_mean_m09,VOD_X_1997_2018_multiyear_mean_m10,VOD_X_1997_2018_multiyear_mean_m11,VOD_X_1997_2018_multiyear_mean_m12,X4_mean,X11_mean,X18_mean,X26_mean,X50_mean,X3112_mean,X4_sd,X11_sd,X18_sd,X26_sd,X50_sd,X3112_sd
192027691,12.23570347,374.4666748,62.52444458,72.25684357,773.592041,33.27777863,125,149,136,145,132,148,228,210,221,212,222,219,112,169,124,150,124,160,238,224,233,256,238,248,234,59,94,80,148,70,268,38,151,91,187,61,36,67,72,68,70,67,71,393,421,394,385,395,399,369,355,373,359,367,353,312,49,126,94,208,38,543,943,429,568,1199,657,1088,438,618,1474,554,1002,387,558,1352,527,973,399,547,1279,532,978,409,559,1291,472,1074,308,505,1413,511,1195,339,554,1457,574,1240,380,576,1491,672,1202,438,631,1508,718,1177,470,664,1514,753,1191,498,690,1552,710,1136,460,646,1514,0.338970691,0.3485904634,0.3902139962,0.4199352562,0.4122995734,0.3993028402,0.381949544,0.3738612533,0.377692014,0.4073906839,0.4086759686,0.3634496927,0.6924824119,0.7373231053,0.7958269715,0.8777397871,0.917897284,0.8982002139,0.8167760968,0.7867465019,0.8049972057,0.8307532668,0.8102779388,0.7426945567,0.3851347864,0.4151749909,0.4558055103,0.5066161752,0.5317175388,0.5091415644,0.4448416531,0.4234707952,0.4444323182,0.4724318683,0.4482716918,0.4030383527,0.4017531229,11.7581081,0.1174843006,1.243779114,1.849375409,50.21603412,0.008921337883,1.601472772,0.025440564,0.1536077663,0.2796102659,15.04505368
195542235,17.2705555,90.23999786,10.35111141,38.22093964,859.1932983,40.00977707,124,144,138,143,128,142,145,139,149,145,153,141,221,258,223,241,218,252,172,174,201,209,219,182,50,67,50,54,55,72,83,108,73,59,88,66,13,87,88,88,89,87,88,501,544,483,488,470,526,328,282,317,303,310,292,52,49,33,22,50,20,837,920,527,710,977,1111,1218,708,941,1261,987,1080,621,837,1134,837,920,532,711,976,954,1056,605,808,1109,1077,1196,693,920,1232,1178,1321,760,1007,1342,1222,1356,787,1037,1376,1246,1366,804,1055,1386,1245,1359,804,1054,1377,1193,1299,771,1011,1317,1173,1281,753,993,1311,0.2650888562,0.2489517033,0.2286483794,0.2194378525,0.2120083421,0.2001883239,0.2064998597,0.2047075629,0.2063585967,0.2175778598,0.2383986562,0.2706744671,0.5749576092,0.5703220963,0.5658156276,0.5667382479,0.5677441955,0.554761827,0.5547988415,0.5559188724,0.5623796582,0.5660569668,0.5717913508,0.576877296,0.305927366,0.2985244393,0.2776985466,0.2706212401,0.2645341456,0.2447959781,0.2536004484,0.2519855797,0.2612729669,0.2791118622,0.294723779,0.3111578822,0.480333696,15.74884595,0.389315069,0.642940274,1.353467986,574.0984717,0.003101902087,0.2580784329,0.00086589468,0.03462975841,0.01016488838,11.00447684
196639184,14.2545042,902.0714111,49.6428566,17.87365532,387.9777527,22.80714226,107,133,119,126,114,132,283,254,252,260,243,256,108,149,132,138,120,133,170,308,208,283,184,302,356,68,181,133,298,82,577,206,343,238,423,212,78,62,64,62,62,61,64,519,431,488,426,510,420,312,262,304,291,306,278,783,288,412,309,504,255,953,3236,519,885,3682,501,4240,294,736,3677,622,3983,371,779,3624,797,3651,443,848,3721,917,3022,482,851,3534,832,2941,445,795,3435,674,3127,375,751,3406,547,3487,305,739,3370,506,3620,273,716,3324,492,3718,264,705,3397,475,3838,267,685,3462,492,4051,296,723,3562,0.4416994452,0.428869307,0.4257903695,0.4147032499,0.4122908115,0.4099127054,0.4060594738,0.413054496,0.4245306253,0.4394415617,0.4418276548,0.4376053214,0.7670999169,0.7587420344,0.7446411848,0.7417799234,0.7418848276,0.7450006008,0.7356083393,0.7344157696,0.7446428537,0.7616927624,0.772351265,0.7694175243,0.4540925622,0.4476950765,0.4368529022,0.4395731688,0.446149677,0.4516122341,0.444536835,0.4347935021,0.4447339177,0.4550658166,0.4584475756,0.4554396868,0.796916905,5.291251309,8.552907652,0.395241218,2.343152517,1130.096731,,,,,,
195728812,18.68083382,1473.93335,163.1000061,45.009758,381.0539856,20.43666649,120,131,125,131,123,131,234,220,223,214,232,221,40,91,43,73,41,83,138,341,202,347,151,347,273,38,121,69,188,51,450,68,262,127,414,74,69,51,49,51,51,51,50,563,356,483,360,538,345,300,303,315,293,312,308,473,62,224,97,344,69,565,3225,296,661,3379,617,2934,321,648,3299,594,3078,315,663,3347,568,3196,298,665,3380,512,3194,273,627,3245,496,3172,288,619,3155,439,3050,234,547,3051,424,2897,215,502,2967,452,2749,226,497,2879,515,2682,256,519,2943,583,2684,289,552,3068,601,2759,299,590,3184,0.3406499624,0.3310803175,0.343283534,0.3341470957,0.3380841017,0.3366212249,0.3453272879,0.3380069137,0.3342256546,0.3358178437,0.3446471095,0.3366011381,0.5687665939,0.5665181279,0.5471433401,0.5342659354,0.5214037299,0.5251211524,0.5229899287,0.5356588364,0.5294224024,0.5457348228,0.5450981259,0.5524873734,0.3470817804,0.3568497896,0.3343217671,0.3283693194,0.3160331249,0.3056312203,0.3216466308,0.3298179805,0.3183886707,0.3502081931,0.3499954939,0.3488382101,0.5252362116,9.56830481,1.083628598,0.1542000172,1.155308453,1042.686546,0.01169158999,2.818356236,0.1106726389,0.01133381764,0.2292241769,141.8571866
195251545,0.6732037067,530.0888672,50.85777664,38.23070908,1323.526855,45.89199829,91,146,120,138,109,143,381,325,352,315,358,318,136,240,170,202,164,218,328,359,345,351,338,363,570,143,288,200,357,158,577,66,261,170,374,88,78,60,69,61,63,60,65,305,282,279,272,295,283,368,358,376,377,367,353,737,178,331,214,493,222,3137,3253,3727,3386,2286,838,1678,598,771,1973,2177,2550,2464,2280,1963,3060,3090,3768,3374,2200,3499,3787,3829,3631,2634,3956,4266,3982,3991,2608,2454,2806,2229,2378,1838,658,1756,362,629,2049,337,3249,218,555,2816,324,3462,229,537,2994,372,2878,253,524,2703,503,2375,283,573,2504,0.4586083591,0.3097402751,0.3546494246,0.3936231732,0.4211625159,0.5375065804,0.5812771916,0.5742868781,0.5216765404,0.4546619654,0.4576584101,0.4743252993,0.5655849576,0.5076173544,0.5902971625,0.6880767941,0.815176785,0.9074136615,0.951748848,0.968711257,0.9427610636,0.8749288917,0.7776148319,0.6784923077,0.4065636992,0.3117999136,0.3586613536,0.4195384085,0.4660891593,0.5627627969,0.6082160473,0.6107521653,0.565290153,0.4889957011,0.4575264752,0.4481656551,0.4118206209,14.52887686,0.6575847724,10.91996649,2.246226298,2386.46718,0.006156851508,1.128000319,0.02699624153,0.5538148997,0.1070918279,87.1468989
195733955,12.0621233,1982.033325,320.138092,74.34379578,318.2582703,17.55761909,101,142,120,129,110,137,364,135,235,198,284,157,30,39,30,30,39,35,296,313,294,311,289,322,871,76,236,165,322,95,607,51,426,224,474,119,102,54,56,54,55,54,56,312,372,332,332,327,342,392,316,375,358,384,336,1411,75,418,221,613,131,254,2321,126,312,2008,271,2446,151,351,2200,249,2359,139,330,2048,250,2337,124,319,1992,302,2381,169,359,2113,319,2404,185,382,2192,321,2679,181,422,2431,320,2959,182,456,2591,318,3180,170,476,2705,322,3067,191,459,2639,295,2772,172,397,2472,286,2579,161,371,2343,0.3303937018,0.3515324295,0.363922447,0.3506315351,0.3885766566,0.3813880384,0.3489931524,0.3897473514,0.3618194759,0.3504443765,0.3783191741,0.3726820946,0.6396114826,0.6375498772,0.6320868731,0.6334387064,0.6332386732,0.6323056817,0.6315329075,0.629889369,0.6302239895,0.6322401762,0.6409298182,0.646083951,0.3479388058,0.3501251936,0.3470736444,0.3539483249,0.3568926156,0.3631977737,0.3658914268,0.3701143861,0.3667229414,0.3617684841,0.3591282666,0.3516192138,0.5317102243,22.98636994,1.092759418,50.80196821,1.085978243,363.3647018,0.002749964458,0.3528042813,0.04100890527,7.854884825,0.009493512133,14.67101772
193133748,0.2718333602,768.0488892,50.98666763,27.30577278,1299.451904,49.694664,101,160,139,151,125,158,237,182,198,177,217,174,90,127,102,109,104,119,221,274,238,256,227,242,759,679,518,525,549,635,571,98,287,130,316,106,64,57,67,58,61,57,65,368,347,355,340,355,345,410,379,407,404,418,413,802,1256,741,718,697,875,3071,3754,3097,3096,2491,406,1435,222,390,1686,1131,1967,1014,1113,1679,2655,3369,2692,2681,2271,3463,4195,3297,3430,2695,3590,4212,3316,3539,2395,2010,2705,1721,1954,1771,478,1496,271,455,1765,367,2094,232,485,2126,323,2580,212,479,2409,312,2446,201,443,2333,347,2031,200,422,2094,0.4217267334,0.2947999537,0.3637987375,0.390596509,0.3650104702,0.3872227073,0.4079453647,0.4111171663,0.3988713026,0.3995072544,0.4299839139,0.4480023682,0.7286647558,0.6018176675,0.6831398606,0.7742186189,0.8239014745,0.9129430652,0.9642632604,0.9691154957,0.9375061989,0.8842827678,0.8563740849,0.7826467752,0.4368239045,0.3088424206,0.3859190643,0.4192280769,0.4061653614,0.4420770407,0.4743674099,0.4747343361,0.4532752335,0.4371053874,0.450371176,0.4569447041,0.313888847,17.53666454,0.906575338,1.368527144,1.195674463,709.1634957,,,,,,
195910523,13.0041666,1026,53,14.91825581,379.8250122,20.04999924,99,117,104,111,101,114,306,258,271,268,272,262,119,178,130,149,131,161,209,334,264,325,230,318,400,113,223,158,321,147,738,572,541,513,593,591,97,60,64,61,62,60,64,541,409,488,426,515,426,249,257,249,249,255,256,1043,484,505,485,744,430,959,2354,590,987,2342,857,2690,551,969,2420,901,2676,566,984,2428,969,2489,608,1012,2413,970,2254,602,988,2320,925,2245,567,955,2274,838,2229,532,916,2179,771,2263,499,884,2118,777,2203,499,878,2076,806,2174,514,891,2082,819,2257,511,896,2157,833,2464,532,930,2278,0.3711286783,0.3499724865,0.3532164693,0.349242717,0.3455559313,0.3300346434,0.3371717632,0.3401685357,0.3415520191,0.3365238309,0.3465711772,0.3517608643,0.6265127063,0.6356737614,0.6333525181,0.6259559393,0.6223421693,0.6189337969,0.6193022728,0.6165947318,0.6280956268,0.6175028086,0.6191152334,0.626517415,0.3740720153,0.3802243769,0.3777422607,0.3736647666,0.3685695827,0.3623867631,0.3613342047,0.3611344099,0.3662020862,0.3646435142,0.3747104704,0.3774246573,0.524021424,12.9604945,6.001134613,3.566168371,1.733708695,2062.30463,,,,,,
194078966,16.89006042,316.8333435,12.0714283,14.71755886,522.9418945,27.00714302,122,148,139,145,128,146,188,191,180,182,179,190,84,150,123,141,105,141,221,334,312,329,267,342,241,133,134,135,118,114,226,208,157,178,155,183,24,79,88,84,87,80,89,698,603,616,600,656,595,82,64,72,72,78,63,148,43,94,69,120,43,1171,2225,503,837,2919,1069,2164,464,779,2750,1145,2165,497,818,2822,1158,2186,504,827,2858,1157,2266,493,834,2954,1092,2255,466,801,2884,1015,2203,433,751,2803,879,2105,366,672,2615,761,2057,310,616,2464,745,2102,317,623,2482,796,2211,346,651,2596,915,2192,408,713,2634,0.1820697188,0.1789023578,0.1927390248,0.2082464248,0.2370207757,0.2474211603,0.2623336315,0.2830792367,0.286827296,0.2531100214,0.2060503513,0.1863362193,0.4685902596,0.466490835,0.4752827585,0.4889765084,0.5184082389,0.5285089612,0.5523102283,0.5898274779,0.611489892,0.5774706602,0.5091832876,0.4725860953,0.2129147351,0.2143027037,0.226878196,0.2390810698,0.2664680779,0.2796067894,0.295889914,0.3241616488,0.3271721303,0.2883317173,0.2370914966,0.215352416,0.4653863804,19.15326209,0.1903594132,1.655491042,1.018422107,260.3775522,0.004799222596,0.4620538711,0.02753084214,0.5525337562,0.02374661624,16.63298957
194019169,-0.2677777112,601.5666504,70.53333282,49.50271606,1179.57019,42.72999954,99,145,126,137,116,142,391,281,303,270,347,262,182,302,234,282,217,290,232,257,253,254,248,242,580,149,244,179,356,148,567,82,260,165,360,104,65,58,65,59,61,59,63,382,370,386,385,384,388,387,373,362,361,368,369,622,233,357,250,534,176,2813,3112,2747,2748,2207,883,1543,548,731,1976,1543,2005,1356,1422,1914,2757,2985,2771,2761,2150,2856,3177,2753,2771,2265,1959,2307,1835,1871,1941,959,1560,585,774,2025,729,1715,431,654,2186,454,2722,325,614,2649,432,2904,328,602,2753,417,2419,299,544,2478,564,1962,345,598,2252,0.4561704099,0.3906714916,0.4062145054,0.4295942783,0.4409301281,0.5114462376,0.5442169905,0.5497450829,0.4973419309,0.4349117279,0.4751397967,0.4714905024,0.7856937051,0.6720072031,0.7426726818,0.8204061985,0.8908614516,0.9745856524,1.003325224,1.031004786,1.017576337,0.9213396311,0.8527329564,0.7991192341,0.4900262058,0.3895100951,0.4294298887,0.4837449491,0.5045911074,0.5777261853,0.6163484454,0.6256022453,0.5777862668,0.4940335751,0.5082832575,0.4840488136,0.533867643,4.487068157,0.1568232597,8.950629197,3.775441911,136.8336809,0.00277739009,0.01875709405,0.05016748662,0.7508409404,0.02481159279,7.309324457
